Verb,mw export,before,after,before,after,lojbo,Verb,Basic selbrivla?,Semantic class,Semantic class,Semantic class,English Frame,pre,x1,1,x2,2,x3,3,x4,4,x5,post,explanation,place1,place2,place3,place4,place5,related words,x1 type,x2 type,x3 type,x4 type,x5 type,verb1,verb2,verb3,Shown arity less than official?,English 2002's official definition,official arity
risna,"
'''risna''' — ''x<sub>1</sub><sub>(entity)</sub>''  is a heart of  ''x<sub>2</sub><sub>(entity)</sub>'' 
:'''lo risna''' — heart. 
:'''i mi pu ganse lo nu lo rinsa be mi cu sutra slilu''' — ''I felt my heart beating fast.''
:Related words: {pambe}, {ciblu}",,,"_-(adjective:) x1 is cardiac; emotional 'heart' (= {cnise'i}). See also {pambe}, {ciblu}.","_+Emotional 'heart' (= {cnise'i}). See also {pambe}, {ciblu}.",,risna,yes,Living. Internal organs,,,,,x<sub>1</sub>,is a heart of ,x<sub>2</sub>,,,,,,,,,heart,,,,,"{pambe}, {ciblu}",entity,entity,,,,,,,,"x1 is a/the heart [body-part] of x2; [emotional/shape metaphors are NOT culturally neutral] ||| [(adjective:) x1 is cardiac; emotional 'heart' (= cnise'i)]; (cf. pambe, ciblu)",2
ritli,"
'''ritli''' — ''x<sub>1</sub><sub>(property of x3)</sub>''  is a ceremony, rite for purpose  ''x<sub>2</sub><sub>(property of x3)</sub>''  in community  ''x<sub>3</sub><sub>(entity)</sub>''  ...
:'''lo ritli''' — ceremony, rite. 
:'''i lo ka pinxe lo tcati su'o roi ro djedi vau fi mi'a ritli lo ka tavla zu'ai''' — ''To drink tea is our ritual that we perform every day in order to talk to each other.''
:Related words: {lijda}, {malsi}, {flalu}, {javni}, {tcaci}, {clite}, {junri}",,,,,x1 se zukte fi x2 fe x1 gi'e se tarmi lo tcaci ja se javni ja se flalu,ritli,yes,Socio. Culture,,Rule,,,x<sub>1</sub>,"is a ceremony, rite for purpose ",x<sub>2</sub>,in community ,x<sub>3</sub>,,,,,,,"ceremony, rite",,,,,"{lijda}, {malsi}, {flalu}, {javni}, {tcaci}, {clite}, {junri}",property of x3,property of x3,entity,,,,,, ...,"x1 is a rite/ceremony/ritual for purpose/goal x2, by custom/in community x3, with form/rules x4 ||| [also: x1 is formal, [legal]; x1 is 'going through the motions']; x4 constraints/customs; (cf. lijda, malsi, flalu, javni, tcaci, clite, junri)",4
rivbi,"
'''rivbi''' — ''x<sub>1</sub><sub>(entity)</sub>''  avoids or escapes fate  ''x<sub>2</sub><sub>(entity, property of x1)</sub>''  through action  ''x<sub>3</sub><sub>(property of x1)</sub>'' 
:'''lo se rivbi''' — avoided event. 
:'''i mi pu rivbi lo ka bilma vau lo ka zmadu citka e lo ka jinru lo glare djacu''' — ''I avoided becoming ill by eating more and plunging into hot water.''
:'''i le prenu pu rivbi loi pulji''' — ''The person evaded the police.''
:Comment: {bandu} - @@@to defend@@@ (not necessarily successful), {fanta} - @@@to prevent@@@, {se} {jersi} - @@@to be chased@@@.
:Related words: {sisku}, {kalte}, {fapro}",,,,,x1 zukte x3 lo nu naku x1 ckaji x2,rivbi,yes,Actions. Volitional relation,,,,,x<sub>1</sub>,avoids or escapes fate ,x<sub>2</sub>,through action ,x<sub>3</sub>,,,,,,"{bandu} - @@@to defend@@@ (not necessarily successful), {fanta} - @@@to prevent@@@, {se} {jersi} - @@@to be chased@@@.",,avoided event,,,,"{sisku}, {kalte}, {fapro}",entity,"entity, property of x1",property of x1,,,"avoid [to], escape fate [to]",,,,"x1 avoids/evades/shuns/escapes/skirts [fate] x2 (event) through action/state x3 (event) ||| [also detours around, stays away from; (x1 is normally an object, but may be an event)]; (cf. bandu which is not necessarily successful, fanta, which is agentive, se jersi which implies an opposing agent, sisku, kalte, fapro)",3
rokci,"
'''rokci''' — ''x<sub>1</sub><sub>(entity)</sub>''  is a rock ...
:'''lo rokci''' — rock, stone. 
:'''i le nanla ca'o renro lo za'u rokci''' — ''The boy is throwing stones.''
:Related words: {kunra}, {jemna}, {canre}",,,,,x1 jdari kunra marji x2 gi'e se krasi x3,rokci,yes,,Universe. Materials & substances,,,,x<sub>1</sub>,is a rock,,,,,,,,,,"rock, stone",,,,,"{kunra}, {jemna}, {canre}",entity,,,,,,,, ...,"x1 is a quantity of/is made of/contains rock/stone of type/composition x2 from location x3 ||| [x2: composition including x2, which need not be complete specification];(cf. kunra, jemna, canre)",3
romge,"
'''romge''' — ''x<sub>1</sub><sub>(entity)</sub>''  is a highly reflective surface of metal  ''x<sub>2</sub><sub>(entity)</sub>'' 
:'''i pa verba ne se pi'o lo degji pu pencu lo romge be le karce''' — ''A child touched the reflecting surface of the car with his finger.''
:Related words: {jinme}",,,,,x1 jinme x2 gi'e sefta gi'e ba'o se spali gi'e mutce lo ka minra,romge,yes,,Universe. Materials & substances,,,,x<sub>1</sub>,is a highly reflective surface of metal ,x<sub>2</sub>,,,,,,,,,,,,,,{jinme},entity,entity,,,,,,,,"x1 is a highly reflective/polished non-tarnishing metallic surface, of metal x2 [often chromium] ||| (cf. jinme)",2
,,,,,,,romlo,,Socio. Culture. Examples,,,,,x<sub>1</sub>,reflects Romani/Romany/gypsy culture/nationality/language in ,x<sub>2</sub>,,,,,,,,,gypsy,,,,,"{kulnu}, {xindo}",entity,property of x1,,,,,,,,,
cirkulo,"
'''cirkulo''' — ''x<sub>1</sub><sub>(entity)</sub>''  is a circle
:'''lo cirkulo''' — circle. 
:'''i mi pu ciska pa cirkulo''' — ''I drew a circle.''
:Related words: {cukla}, {djine}",,,,,,cirkulo,yes,,,,,,x<sub>1</sub>,is a circle,,,,,,,,,,circle,,,,,"{cukla}, {djine}",entity,,,,,,,,,,
djine,"
'''djine''' — ''x<sub>1</sub><sub>(entity)</sub>''  is a ring ...
:'''lo djine''' — ring. 
:'''i ti solji djine''' — ''This is a golden ring.''
:Related words: {cukla}",,,,,x1 cukla clupa x2,djine,yes,,,,,,x<sub>1</sub>,is a ring,,,,,,,,,,ring,,,,,{cukla},entity,,,,,,,, ...,"x1 is a ring/annulus/torus/circle [shape/form] of material x2, inside diam. x3, outside diam. x4 ||| [also ellipse, oval (= jincla); (usage has been for near-circles, such as tight spirals, even if not closed loops)]; [also band, belt, encircle (= jinsru)]; (cf. clupa, cukla, dasri, karli, sovda, sruri, konju)",4
ropno,"
'''ropno''' — ''x<sub>1</sub><sub>(entity)</sub>''  is European in  ''x<sub>2</sub><sub>(property of x1)</sub>'' 
:'''lo ropno''' — European. 
:'''i ti noi nanla cu ropno lo ka tavla tai ma kau''' — ''This boy is European in how he speaks.''",,,,,,ropno,yes,Geography. Continents,,,,,x<sub>1</sub>,is European in ,x<sub>2</sub>,,,,,,,,,European,,,,,,entity,property of x1,,,,,,,,x1 reflects European culture/nationality/geography/Indo-European languages in aspect x2 ||| (cf. brito),2
rorci,"
'''rorci''' — ''x<sub>1</sub><sub>(entity)</sub>''  procreates  ''x<sub>2</sub><sub>(entity)</sub>''  with coparent  ''x<sub>3</sub><sub>(entity)</sub>'' 
:'''lo rorci''' — parent (procreator), procreator. 
:'''i le ranmi danlu cu se rorci pa remna pa bakni''' — ''The mythical animal was procreated by a human and a bull.''
:Related words: {grute}, {gutra}, {rirni}, se {panzi}, {mamta}, {patfu}, {tarbi}, {bersa}, {ferti}, {jbena}, {sovda}",,,,,x1 kansa x3 lo nu x2 co'a panzi x1 joi x3,rorci,yes,Living. Bodily functions,Sex,,,,x<sub>1</sub>,procreates ,x<sub>2</sub>,with coparent ,x<sub>3</sub>,,,,,,,"parent (procreator), procreator",,,,,"{grute}, {gutra}, {rirni}, se {panzi}, {mamta}, {patfu}, {tarbi}, {bersa}, {ferti}, {jbena}, {sovda}",entity,entity,entity,,,procreate [to],,,,"x1 engenders/procreates/begets x2 with coparent x3 ||| (cf. grute, gutra, rirni, se panzi, mamta, patfu, tarbi, bersa, ferti, jbena, sovda)",3
rotsu,"
'''rotsu''' — ''x<sub>1</sub><sub>(entity)</sub>''  is thick in length/width etc.  ''x<sub>2</sub><sub>(property of x1)</sub>''  ...
:'''lo rotsu''' — thick. 
:'''i le dargu cu rotsu lo ka se pagbu ti''' — ''The road is thick here.''
:Comment: the third largest dimension. {ganra}, {rotsu} and {clani} specify the three dimensions of objects.
:Related words: {barda}, {cinla}, {ganra}, {clani}, {condi}, {plana}, {gutci}, {minli}",,,,,x1 barda x2 noi cmarai cimde x1 ku'o x3,rotsu,yes,Measures. Size & weight (subjective),,,,,x<sub>1</sub>,is thick in length/width etc. ,x<sub>2</sub>,,,,,,,,"the third largest dimension. {ganra}, {rotsu} and {clani} specify the three dimensions of objects.",thick,,,,,"{barda}, {cinla}, {ganra}, {clani}, {condi}, {plana}, {gutci}, {minli}",entity,property of x1,,,,,,, ...,"x1 is thick in dimension/direction x2 by standard x3; [relatively long in smallest dimension] ||| [also stout]; (cf. barda, cinla, ganra, clani, condi, plana, gutci, minli)",3
rozgu,"
'''rozgu''' — ''x<sub>1</sub><sub>(entity)</sub>''  a rose of species  ''x<sub>2</sub><sub>(taxon)</sub>'' 
:'''lo rozgu''' — rose (plant). 
:'''i pluka panci lo rozgu pe le purdi''' — ''Roses in the garden have a pleasant scent.''
:Related words: {spati}, {xunre}",,,,,,rozgu,yes,Living. Plants (non-edible by default),,,,,x<sub>1</sub>,a rose of species ,x<sub>2</sub>,,,,,,,,,rose (plant),,,,,"{spati}, {xunre}",entity,taxon,,,,,,,,"x1 is a rose [flower - characterized by prickly stem/fragrance] of species/strain x2 ||| [roses are not all pink; avoid using for color rose, which might be labyxu'e]; (cf. spati, xunre)",2
ruble,"
'''ruble''' — ''x<sub>1</sub><sub>(entity)</sub>''  is weak, frail in  ''x<sub>2</sub><sub>(property of x1)</sub>''  ...
:'''lo ruble''' — weak, frail. 
:'''i le laldo prenu cu ruble lo ka pinxe si'u nai''' — ''The old man is weak in being able to drink himself.''
:Related words: {carmi}, {vlipa}, {tsali}, {kandi}, {kandi}, {milxe}",,,,,x1 ckaji x2 gi'e ja'e bo na kakne lo ka cupra ja renvi lo carmi bapli .i x1 to'e tsali x2,ruble,yes,Actions. Potential,,,,,x<sub>1</sub>,"is weak, frail in ",x<sub>2</sub>,,,,,,,,,"weak, frail",,,,,"{carmi}, {vlipa}, {tsali}, {kandi}, {kandi}, {milxe}",entity,property of x1,,,,,,, ...,"x1 is weak/feeble/frail in property/quality/aspect x2 (ka) by standard x3 ||| (cf. carmi, vlipa, tsali, kandi, kandi, milxe)",3
rufsu,"
'''rufsu''' — ''x<sub>1</sub><sub>(entity)</sub>''  is rough in texture
:'''lo rufsu''' — rough (in texture). 
:'''i le skapi cu rufsu''' — ''The skin is rough.''
:Related words: {xutla}, {tengu}, {vitci}",,,,,x1 se tengu lo vitci .i x1 to'e xutla,rufsu,yes,,General. Shapes. Texture,,,,x<sub>1</sub>,is rough in texture,,,,,,,,,,rough (in texture),,,,,"{xutla}, {tengu}, {vitci}",entity,,,,,,,,,"x1 is rough/coarse/uneven/[grainy/scabrous/rugged] in texture/regularity ||| [fine-textured (= tolrufsu)]; (cf. xutla, tengu, vitci)",
,,,,,,x1 noi sligu cu binxo lo litki,runme,,Actions. Physical transformations,,,,,x<sub>1</sub>,melts,,,,,,,,,,melting,,,,,"{dunja}, {febvi}, {lunsa}, {bisli}",entity,,,,,melt [to],,,,,
runta,"
'''runta''' — ''x<sub>1</sub><sub>(entity)</sub>''  dissolves in  ''x<sub>2</sub><sub>(entity)</sub>''  making solution  ''x<sub>3</sub><sub>(entity)</sub>''  ...
:'''lo runta''' — dissolving. '''lo te runta''' — solution (mixture). 
:'''i e'o te runta fi lo kunra''' — ''Mineral water, please.''
:'''i le jisra cu te runta lo sakta jo'u lo jbari lo djacu''' — ''The juice is made of sugar and berries dissolved in water.''
:Related words: {litki}, {mixre}, {sligu}, {sudga}",,,,,,runta,yes,Actions. Physical transformations,,jo'u,,,x<sub>1</sub>,dissolves in ,x<sub>2</sub>,making solution ,x<sub>3</sub>,,,,,,,dissolving,,solution (mixture),,,"{litki}, {mixre}, {sligu}, {sudga}",entity,entity,entity,,,dissolve [to],,, ...,"x1 dissolves in solvent x2 forming solution/[suspension] x3 under conditions x4 ||| [suspension (= pucyteryrunta, pu'exre)]; (cf. litki, mixre, sligu, sudga)",4
rupnu,"
'''rupnu''' — ''x<sub>1</sub><sub>(entity)</sub>''  costs  ''x<sub>2</sub><sub>(number)</sub>''  major money units in monetary system  ''x<sub>3</sub><sub>(entity)</sub>'' 
:'''lo rupnu''' — measured in dollars / roubles / euro / yuan. '''lo se rupnu''' — money units (dollars / roubles / euro / yuan). 
:'''i ti noi jisra cu rupnu li ci la e'uropas''' — ''This juice costs three euros (European major money units).''
:Related words: {jdini}, {sicni}, {jdima}, {vecnu}, {fepni}, {dekpu}, {gutci}, {minli}, {merli}, {bunda}, {kramu}",,,,,x1 klani x2 lo ka lo xo kau jdini be x3 ke ralju gradu cu vamji ce'u,rupnu,yes,"Socio. Money, trade etc",,,,,x<sub>1</sub>,costs ,x<sub>2</sub>,major money units in monetary system ,x<sub>3</sub>,,,,,,,measured in dollars / roubles / euro / yuan,money units (dollars / roubles / euro / yuan),,,,"{jdini}, {sicni}, {jdima}, {vecnu}, {fepni}, {dekpu}, {gutci}, {minli}, {merli}, {bunda}, {kramu}",entity,number,entity,,,cost [to],,,,"x1 is measured in major-money-units (dollar/yuan/ruble) as x2 (quantity), monetary system x3 ||| [also pound, rupee, franc, mark, yen; x1 is generally a price/cost/value]; (cf. jdini, sicni, jdima, vecnu, fepni, dekpu, gutci, minli, merli, bunda, kramu)",3
rusko,"
'''rusko''' — ''x<sub>1</sub><sub>(entity)</sub>''  is Russian in  ''x<sub>2</sub><sub>(property of x1)</sub>'' 
:'''lo rusko''' — Russian. 
:'''i xu do tavla fo lo rusko''' — ''Do you speak Russian?''",,,,,x1 ckini lo kulnu ja bangu ja cecmu ja natmi pe lo banru'usu ja gugderu'u x2,rusko,needed,Socio. Culture. Examples,,,,,x<sub>1</sub>,is Russian in ,x<sub>2</sub>,,,,,,,,,Russian,,,,,,entity,property of x1,,,,,,,,"x1 reflects Russian culture/nationality/language in aspect x2 ||| (cf. softo, slovo)",2
rutni,"
'''rutni''' — ''x<sub>1</sub><sub>(entity)</sub>''  is artificially made by people  ''x<sub>2</sub><sub>(entity)</sub>'' 
:'''lo rutni''' — artificial. 
:'''i ti noi jemna cu rutni lo patfu be mi''' — ''This gem is artificial and made by my father.''
:Related words: {rarna}, {se} {zbasu}, {arte}, {larcu}, {gundi}, {slasi}",,,,,x1 se finti ja se zbasu ja se cupra lo remna .i x1 to'e rarna ,rutni,yes,Socio. Manufacturing,,,,,x<sub>1</sub>,is artificially made by people ,x<sub>2</sub>,,,,,,,,,artificial,,,,,"{rarna}, {se} {zbasu}, {arte}, {larcu}, {gundi}, {slasi}",entity,entity,,,,,,,,"x1 is an artifact; x1 is artificial; x1 is made/caused by people/se kulnu x2; x1 is man-made ||| (cf. rarna, se zbasu, gundi, slasi)",2
rutpapaia,"
'''rutpapaia''' — ''x<sub>1</sub><sub>(entity)</sub>''  is a papaya fruit of variety  ''x<sub>2</sub><sub>(taxon)</sub>'' 
:'''lo rutpapaia''' — papaya. 
:'''i lo makcu rutpapaia cu se panci lo rigni''' — ''Ripe papaya smells disgusting.''
:Related words: {grute}",,,,,,rutpapaia,yes,Living. Food. Vegetation,,,,,x<sub>1</sub>,is a papaya fruit of variety ,x<sub>2</sub>,,,,,,,,,papaya,,,,,{grute},entity,taxon,,,,,,,,,
sabji,"
'''sabji''' — ''x<sub>1</sub><sub>(entity)</sub>''  provides  ''x<sub>2</sub><sub>(entity, property of x3)</sub>''  to  ''x<sub>3</sub><sub>(entity)</sub>'' 
:'''lo sabji''' — provider. '''lo se sabji''' — provided. 
:'''i lo bakni cu sabji lo ladru mi'a''' — ''Cows provide us with milk.''
:'''i mi ba sabji fi do fe ro se nitcu be do''' — ''I will provide you with everything you need.''
:'''i ko sabji lo ciblu mi''' — ''Be my blood donor!''
:Related words: {krasi}, {sorcu}",,,,,,sabji,yes,,Action. Possesion interactions,,DUNDA,,x<sub>1</sub>,provides ,x<sub>2</sub>,to ,x<sub>3</sub>,,,,,,,provider,provided,,,,"{krasi}, {sorcu}",entity,"entity, property of x3",entity,,,provide [to],,,,"x1 [source] provides/supplies/furnishes x2 [supply/commodity] to x3 [recipient] ||| [agentive supply (= sabgau, sabzu'e)]; (cf. krasi, sorcu)",3
sabnu,"
'''sabnu''' — ''x<sub>1</sub><sub>(entity)</sub>''  is a cabin of vehicle  ''x<sub>2</sub><sub>(entity)</sub>'' 
:'''lo sabnu''' — cabin of a vehicle. '''lo se sabnu''' — vehicle with a cabin. 
:'''i ra pu zutse lo sabnu be le blanu karce''' — ''He was sitting in the cabin of the blue car.''
:Related words: {bloti}, {marce}, {vinji}, {karce}",,,,,,sabnu,yes,Socio. Vehicles,,,,,x<sub>1</sub>,is a cabin of vehicle ,x<sub>2</sub>,,,,,,,,,cabin of a vehicle,vehicle with a cabin,,,,"{bloti}, {marce}, {vinji}, {karce}",entity,entity,,,,,,,,"x1 is a cabin of vehicle x2 ||| (cf. bloti, marce, vinji, karce)",2
sacki,"
'''sacki''' — ''x<sub>1</sub><sub>(entity)</sub>''  is a match, device to make fire ...
:'''lo sacki''' — match (lighter). 
:'''i ko jai gau jelca fai pa sacki''' — ''Light up a match.''
:Related words: {fagri}, {jelca}",,,,,x1 cmalu grana x2 noi mudri ja jarple ja ke drata ke jelca marji ku'o gi'e se jipno lo xukmi noi cupra lo fagri lo nu mosra lo rufsu sefta,sacki,yes,Socio. Tools,,,,,x<sub>1</sub>,"is a match, device to make fire",,,,,,,,,,match (lighter),,,,,"{fagri}, {jelca}",entity,,,,,,,, ...,"x1 is a match [incendiary device] made of x2 ||| (cf. fagri, jelca)",2
saclu,"
'''saclu''' — ''x<sub>1</sub><sub>(text)</sub>''  is the decimal equivalent of fraction  ''x<sub>2</sub><sub>(number)</sub>''  in base  ''x<sub>3</sub><sub>(number)</sub>'' 
:'''i me'o re pi mu saclu li mu fe'i re li pa no''' — ''2.5 is the decimal equivalent of the fraction 5/2 in base 10.''
:'''i lo saclu be li pai bei li pa no cu cimni lo ka clani''' — ''The decimal expansion of the number π (pi) is infinitely long.''
:Related words: {namcu}, {frinu}",,,,,x1 porsi lo namcu lerfu gi'e sinxa x2 noi namcu ku'o ma'i lo nu x3 noi namcu cu jicmu,saclu,yes,,Measures. Mathematics,,,,x<sub>1</sub>,is the decimal equivalent of fraction ,x<sub>2</sub>,in base ,x<sub>3</sub>,,,,,,,,,,,,"{namcu}, {frinu}",text,number,number,,,,,,,"x1 (me'o) is the [decimal/binary] equivalent of fractional x2 (me'o) in base x3 (quantity) ||| [conversion from fractions to decimal-point based notation] (cf. namcu, frinu)",3
,,,,,,,sadjo,,Socio. Culture. Examples,,,,,x<sub>1</sub>,is Saudi Arabian in ,x<sub>2</sub>,,,,,,,,,something Saudi Arabian,,,,,{xrabo},entity,property of x1,,,,,,,,,
sakci,"
'''sakci''' — ''x<sub>1</sub><sub>(entity)</sub>''  sucks, inhales  ''x<sub>2</sub><sub>(entity)</sub>''  into  ''x<sub>3</sub><sub>(entity)</sub>'' 
:'''lo se sakci''' — sucked, inhaled. 
:'''i le prenu pu sakci lo danmo pe ra'i le fagri lo fepni''' — ''He inhaled some smoke from the fire into his lungs.''
:Related words: {cokcu}, {lacpu}, {flu'ente}",,,,,x1 cpacu x2 noi litki ja gapci ku'o x3 ta'i lo nu x1 mleca x3 lo ni danre x2,sakci,yes,,,Actions. Physical matter,,,x<sub>1</sub>,"sucks, inhales ",x<sub>2</sub>,into ,x<sub>3</sub>,,,,,,,,"sucked, inhaled",,,,"{cokcu}, {lacpu}, {flu'ente}",entity,entity,entity,,,"suck [to], inhale [to]",,,,"x1 sucks/is suction/vacuum/relatively low pressure of fluid/gas x2 relative to high pressure x3 ||| [also suck object/fluid (= sakcpu or sakmuvgau)]; (cf. cokcu, lacpu, flecu)",3
sakli,"
'''sakli''' — ''x<sub>1</sub><sub>(entity)</sub>''  slides or glides on  ''x<sub>2</sub><sub>(entity)</sub>'' 
:'''i pa se esporte pu sakli lo bisli''' — ''A sportsperson was gliding on the ice.''
:'''i o'i le loldi cu se sakli''' — ''Warning! The floor is slippery.''
:Related words: {mosra}, {fulta}, {skiji}, {xutla}",,,,,x1 muvdu fo x2 noi xutla ku'o fau lo nu x1 ru'i pencu x2,sakli,yes,,,Actions. Movement,,,x<sub>1</sub>,slides or glides on ,x<sub>2</sub>,,,,,,,,,,,,,,"{mosra}, {fulta}, {skiji}, {xutla}",entity,entity,,,,"slide [to], glide on [to]",,,,"x1 slides/slips/glides on x2 ||| [x2 is slick/slippery to/for x1 (= selsakli for reordered places)]; (cf. mosra, fulta, skiji, xutla)",2
sakta,"
'''sakta''' — ''x<sub>1</sub><sub>(entity)</sub>''  is sugar ...
:'''lo sakta''' — sugar. 
:'''i mi djica tu'a lo tcati be se cau lo sakta''' — ''I want some tea without sugar.''
:Related words: {silna}, {titla}",,,,,,sakta,yes,Living. Food. Prepared,Universe. Materials & substances,,,,x<sub>1</sub>,is sugar,,,,,,,,,,sugar,,,,,"{silna}, {titla}",entity,,,,,,,, ...,"x1 is made of/contains/is a quantity of sugar [sweet edible] from source x2 of composition x3 ||| [also sucrose, fructose, glucose, galactose, lactose, etc.; saccharine/aspartame/sugar substitute (basysakta or sakybasti, ticysakta); x3: composition including x3, which need not be complete specification]; (cf. silna, titla)",3
salci,"
'''salci''' — ''x<sub>1</sub><sub>(entity)</sub>''  celebrates  ''x<sub>2</sub><sub>(clause)</sub>''  by doing  ''x<sub>3</sub><sub>(property of x1)</sub>'' 
:'''lo se salci''' — event celebrated. 
:'''i mi pu salci lo nu mi jai nanca li pa no vau lo ka litru la nipon''' — ''I celebrated my 10th birthday by travelling to Japan.''
:Related words: {sinma}, {jbena}",,,,,x1 jarco lo ka sinma x2 kei ta'i lo nu zukte x3,salci,yes,Socio. Culture,,,,,x<sub>1</sub>,celebrates ,x<sub>2</sub>,by doing ,x<sub>3</sub>,,,,,,,,event celebrated,,,,"{sinma}, {jbena}",entity,clause,property of x1,,,celebrate [to],,,,"x1 celebrates/recognizes/honors x2 (event/abstract) with activity/[party] x3 ||| [x3 (and nunsla) festival/fiesta/celebration/occasion/fair/[holiday (some senses)]; not limited to the ameliorative interpretation of 'celebrate': funeral (= mrobixsla)]; (cf. sinma, jbena)",3
